,item0 - SUPPR_NoItem,item0 - JGB_NoItem,item0 - JGB_ControlWard,item1 - JGB_ControlWard,level - JGR_0to3,wardsPlaced - JGB
6255,False,False,False,False,True,True
6256,False,False,True,False,False,False
6257,False,False,True,False,False,False
6258,False,False,False,False,False,False
6259,False,False,False,False,False,False
6260,False,False,False,False,False,False
6261,False,False,False,False,False,True
6262,False,False,False,False,False,False
6263,False,True,False,False,False,True
6264,False,True,False,False,False,False
6265,False,True,False,False,False,False
6266,False,True,False,False,False,True
6267,False,True,False,False,False,True
6268,False,False,True,False,False,False
6269,False,True,False,False,False,False
6270,False,True,False,False,False,False
6271,False,True,False,False,False,False
6272,False,False,True,False,False,False
6273,False,True,False,False,False,False
6274,False,True,False,False,False,False
6275,False,True,False,False,False,True
6276,False,False,True,False,False,True
6277,False,True,False,False,False,True
6278,False,True,False,False,False,True
6279,False,False,True,False,False,True
6280,False,True,False,False,False,False
6281,False,True,False,False,False,False
6282,False,True,False,False,False,True
6283,False,False,True,False,False,False
6284,False,True,False,False,False,False
6285,False,True,False,False,False,False
6286,False,True,False,False,False,False
6287,False,True,False,False,False,False
6288,False,False,True,False,False,False
6289,False,False,True,False,False,False
6290,False,True,False,False,False,True
6291,False,True,False,False,False,False
6292,True,True,False,False,True,True
6293,False,False,False,False,True,False
6294,False,False,False,False,True,False
6295,False,False,False,False,True,False
6296,False,False,False,False,True,True
6297,False,False,False,False,False,False
6298,False,False,False,True,False,False
6299,False,False,False,True,False,False
6300,False,False,False,True,False,True
6301,False,True,False,False,False,False
6302,False,False,False,True,False,False
6303,False,False,False,True,False,False
6304,False,False,True,False,False,False
6305,False,False,True,False,False,False
6306,False,False,True,False,False,True
6307,False,True,False,False,False,False
6308,False,True,False,False,False,False
6309,False,False,True,False,False,False
6310,False,False,True,False,False,False
6311,False,False,True,False,False,False
6312,False,False,True,False,False,False
6313,False,True,False,False,False,False
6314,False,False,True,False,False,False
6315,False,True,False,False,False,True
6316,False,True,False,False,False,False
6317,False,True,False,False,False,False
6318,False,True,False,False,False,False
6319,False,True,False,False,False,True
6320,False,False,True,False,False,False
6321,False,False,True,False,False,False
6322,False,False,True,False,False,False
6323,False,True,False,False,False,False
6324,False,False,True,False,False,True
6325,False,False,True,False,False,True
6326,False,False,True,False,False,False
6327,False,True,False,False,False,True
6328,False,True,False,False,False,False
6329,False,True,False,False,False,False
6330,False,True,False,False,False,True
6331,True,True,False,False,True,True
6332,False,False,False,False,True,True
6333,False,False,False,False,True,False
6334,False,False,True,False,False,False
6335,False,True,False,False,False,False
6336,False,False,False,False,True,False
6337,False,False,False,False,False,False
6338,False,False,False,True,False,False
6339,False,False,False,False,False,True
6340,False,False,False,False,False,False
6341,False,False,False,False,False,True
6342,False,False,False,True,False,False
6343,False,False,False,True,False,True
6344,False,False,False,False,False,False
6345,False,False,False,False,False,False
6346,False,True,False,False,False,False
6347,False,False,False,False,False,False
6348,False,False,False,False,False,False
6349,False,False,False,False,False,False
6350,False,False,False,False,False,False
6351,False,False,False,False,False,True
6352,False,True,False,False,False,True
6353,False,True,False,False,False,False
6354,False,False,True,False,False,True
6355,False,True,False,False,False,False
6356,False,True,False,False,False,True
6357,False,False,True,False,False,False
6358,False,False,True,False,False,False
6359,False,True,False,False,False,False
6360,False,True,False,False,False,False
6361,False,False,True,False,False,True
6362,False,True,False,False,False,True
6363,False,True,False,False,False,False
6364,False,True,False,False,False,False
6365,False,True,False,False,False,False
6366,True,True,False,False,True,True
6367,False,False,False,False,True,False
6368,False,False,True,False,False,False
6369,False,False,False,False,True,True
6370,False,False,False,False,True,True
6371,False,False,False,False,True,False
6372,False,False,False,False,False,False
6373,False,False,False,True,False,False
6374,False,False,False,False,False,False
6375,False,False,False,True,False,False
6376,False,False,False,True,False,False
6377,False,False,False,True,False,False
6378,False,False,False,True,False,True
6379,False,True,False,False,False,False
6380,False,False,False,False,False,False
6381,False,False,False,False,False,True
6382,False,False,False,False,False,False
6383,False,False,False,False,False,False
6384,False,False,False,True,False,False
6385,False,False,False,False,False,True
6386,False,False,False,False,False,False
6387,False,False,False,True,False,False
6388,False,False,False,False,False,True
6389,False,False,False,False,False,False
6390,False,True,False,False,False,True
6391,False,False,False,True,False,False
6392,False,False,False,False,False,False
6393,False,False,False,False,False,False
6394,False,False,False,True,False,False
6395,False,False,False,False,False,True
6396,False,False,False,False,False,True
6397,False,False,False,False,False,True
6398,False,False,False,False,False,False
6399,False,False,False,False,False,False
6400,False,False,False,False,False,True
6401,False,False,True,False,False,True
6402,True,True,False,False,True,True
6403,False,False,False,False,True,True
6404,False,False,False,False,True,True
6405,False,False,False,False,True,False
6406,False,False,False,False,True,False
6407,False,False,False,False,False,False
6408,False,False,False,True,False,True
6409,False,False,False,True,False,False
6410,False,False,False,False,False,False
6411,False,False,False,False,False,True
6412,False,True,False,False,False,False
6413,False,True,False,False,False,False
6414,False,False,True,False,False,True
6415,False,True,False,False,False,False
6416,False,True,False,False,False,False
6417,False,True,False,False,False,False
6418,False,True,False,False,False,False
6419,False,True,False,False,False,True
6420,False,True,False,False,False,False
6421,False,False,True,False,False,False
6422,False,True,False,False,False,False
6423,False,True,False,False,False,True
6424,False,False,True,False,False,False
6425,False,True,False,False,False,False
6426,False,True,False,False,False,True
6427,False,True,False,False,False,False
6428,False,True,False,False,False,False
6429,False,True,False,False,False,False
6430,False,True,False,False,False,True
6431,False,True,False,False,False,True
6432,False,False,True,False,False,False
6433,False,True,False,False,False,True
6434,False,True,False,False,False,False
6435,True,True,False,False,True,False
6436,False,False,False,False,True,False
6437,False,False,False,False,True,True
6438,False,False,False,False,True,False
6439,False,False,False,False,True,True
6440,False,False,False,False,False,False
6441,False,False,False,False,False,False
6442,False,False,False,True,False,True
6443,False,False,False,True,False,True
6444,False,False,False,True,False,True
6445,False,False,True,False,False,False
6446,True,True,False,False,True,True
6447,False,True,False,False,False,False
6448,False,True,False,False,False,False
6449,False,True,False,False,False,False
6450,False,True,False,False,False,True
6451,False,False,True,False,False,False
6452,False,False,True,False,False,True
6453,False,True,False,False,False,False
6454,False,True,False,False,False,False
6455,False,True,False,False,False,True
6456,False,True,False,False,False,False
6457,False,False,False,False,True,False
6458,False,True,False,False,False,False
6459,False,False,True,False,False,False
6460,False,False,True,False,False,False
6461,False,False,True,False,False,False
6462,False,True,False,False,False,False
6463,False,True,False,False,False,False
6464,False,True,False,False,False,False
6465,False,True,False,False,False,False
6466,False,False,True,False,False,True
6467,False,True,False,False,False,False
6468,False,False,False,False,True,True
6469,False,False,True,False,False,False
6470,False,True,False,False,False,True
6471,False,True,False,False,False,True
6472,False,False,True,False,False,True
6473,False,True,False,False,False,False
6474,True,True,False,False,True,False
6475,False,False,False,False,True,True
6476,False,False,False,False,True,False
6477,False,False,False,False,True,True
6478,False,False,False,True,False,False
6479,False,False,False,False,True,False
6480,False,False,False,False,False,False
6481,False,False,False,True,False,False
6482,False,False,False,True,False,False
6483,False,False,False,True,False,False
6484,False,False,False,True,False,False
6485,False,False,False,False,False,False
6486,False,False,False,False,False,True
6487,False,False,False,False,False,False
6488,False,False,False,False,False,False
6489,False,False,False,True,False,False
6490,False,False,False,False,True,True
6491,False,False,False,True,False,False
6492,False,False,True,False,False,False
6493,False,True,False,False,False,False
6494,False,True,False,False,False,False
6495,False,True,False,False,False,False
6496,False,False,True,False,False,True
6497,False,False,True,False,False,True
6498,False,False,True,False,False,True
6499,False,False,True,False,False,True
6500,False,False,True,False,False,False
6501,False,False,False,True,False,True
6502,False,False,True,False,False,True
6503,False,True,False,False,False,False
6504,False,True,False,False,False,False
6505,False,True,False,False,False,True
6506,False,False,True,False,False,True
6507,False,False,True,False,False,False
6508,False,True,False,False,False,True
6509,False,True,False,False,False,False
6510,False,True,False,False,False,False
6511,False,True,False,False,False,False
6512,False,False,False,False,False,False
6513,False,True,False,False,False,True
6514,True,True,False,False,True,False
6515,False,False,False,False,True,False
6516,False,False,False,False,True,False
6517,False,False,False,False,True,True
6518,False,False,False,False,False,False
6519,False,False,False,False,False,True
6520,False,False,True,False,False,False
6521,False,False,False,False,False,True
6522,False,False,False,False,False,True
6523,False,False,False,False,False,False
6524,False,False,False,False,False,False
6525,False,True,False,False,False,False
6526,False,True,False,False,False,True
6527,False,True,False,False,False,False
6528,False,True,False,False,False,True
6529,False,True,False,False,False,True
6530,False,True,False,False,False,False
6531,False,False,True,False,False,True
6532,False,True,False,False,False,True
6533,False,False,True,False,False,True
6534,False,False,False,False,False,False
6535,False,True,False,False,False,True
6536,False,False,True,False,False,True
6537,False,False,True,False,False,False
6538,False,False,True,False,False,False
6539,False,True,False,False,False,False
6540,False,True,False,False,False,False
6541,False,True,False,False,False,True
6542,False,True,False,False,False,True
6543,False,True,False,False,False,False
6544,False,False,True,False,False,True
6545,False,False,False,False,False,False
6546,False,True,False,False,False,False
6547,True,True,False,False,True,False
6548,False,False,False,False,True,False
6549,False,False,False,False,True,True
6550,False,False,False,False,True,False
6551,False,False,False,True,False,False
6552,False,False,False,False,False,False
6553,False,False,False,False,False,True
6554,False,False,True,False,False,False
6555,False,False,True,False,False,False
6556,False,False,True,False,False,False
6557,False,False,False,False,False,True
6558,False,True,False,False,False,False
6559,False,True,False,False,False,False
6560,False,True,False,False,False,False
6561,False,True,False,False,False,False
6562,False,False,True,False,False,False
6563,False,False,True,False,False,False
6564,False,True,False,False,False,True
6565,False,True,False,False,False,False
6566,False,True,False,False,False,False
6567,False,True,False,False,False,True
6568,False,False,True,False,False,False
6569,False,False,True,False,False,False
6570,False,True,False,False,False,True
6571,False,False,True,False,False,False
6572,False,True,False,False,False,True
6573,False,True,False,False,False,False
6574,False,False,True,False,False,False
6575,False,True,False,False,False,False
6576,False,True,False,False,False,True
6577,False,True,False,False,False,False
6578,False,True,False,False,False,False
6579,False,False,True,False,False,False
6580,False,False,True,False,False,False
6581,False,True,False,False,False,True
6582,False,True,False,False,False,False
6583,True,True,False,False,True,False
6584,False,False,False,False,True,True
6585,False,False,False,False,True,False
6586,False,False,False,False,True,True
6587,False,False,True,False,False,False
6588,False,False,True,False,False,False
6589,False,False,False,False,False,False
6590,False,True,False,False,False,False
6591,False,False,False,False,False,False
6592,False,False,False,False,False,False
6593,False,False,False,True,False,True
6594,False,False,False,False,False,True
6595,False,True,False,False,False,False
6596,False,True,False,False,False,False
6597,False,False,True,False,False,False
6598,False,True,False,False,False,False
6599,False,True,False,False,False,False
6600,False,True,False,False,False,True
6601,False,True,False,False,False,False
6602,False,True,False,False,False,True
6603,False,True,False,False,False,False
6604,False,False,True,False,False,True
6605,False,True,False,False,False,True
6606,False,True,False,False,False,False
6607,False,False,True,False,False,True
6608,False,True,False,False,False,True
6609,False,True,False,False,False,False
6610,False,True,False,False,False,False
6611,False,False,True,False,False,True
6612,False,True,False,False,False,False
6613,False,True,False,False,False,False
6614,False,True,False,False,False,True
6615,False,True,False,False,False,False
6616,False,True,False,False,False,True
6617,True,True,False,False,True,True
6618,False,False,False,False,True,False
6619,False,False,False,False,True,True
6620,False,False,False,False,True,False
6621,False,False,False,False,False,True
6622,False,False,False,True,False,True
6623,False,True,False,False,False,True
6624,False,False,False,False,False,True
6625,False,False,False,True,False,False
6626,False,False,False,True,False,False
6627,False,False,False,False,False,False
6628,False,False,True,False,False,False
6629,False,True,False,False,False,True
6630,False,True,False,False,False,True
6631,False,False,True,False,False,False
6632,False,True,False,False,False,False
6633,False,False,True,False,False,False
6634,False,True,False,False,False,False
6635,False,True,False,False,False,False
6636,False,False,True,False,False,False
6637,False,True,False,False,False,False
6638,False,True,False,False,False,False
6639,False,False,True,False,False,False
6640,False,True,False,False,False,False
6641,False,True,False,False,False,False
6642,False,True,False,False,False,False
6643,False,False,True,False,False,False
6644,False,True,False,False,False,True
6645,False,True,False,False,False,False
6646,False,False,True,False,False,False
6647,False,True,False,False,False,False
6648,False,True,False,False,False,True
6649,False,True,False,False,False,True
6650,False,True,False,False,False,False
6651,False,True,False,False,False,True
6652,False,True,False,False,False,True
6653,True,True,False,False,True,False
6654,False,False,False,False,True,True
6655,False,False,False,False,True,False
6656,False,True,False,False,False,False
6657,False,False,False,False,True,False
6658,False,False,False,False,True,False
6659,False,False,False,False,False,False
6660,False,False,False,False,False,True
6661,False,False,False,False,False,False
6662,False,False,False,False,False,False
6663,False,False,False,False,False,False
6664,False,False,False,False,False,False
6665,False,False,False,False,False,True
6666,False,False,False,False,False,False
6667,False,False,True,False,False,False
6668,False,True,False,False,False,False
6669,False,True,False,False,False,False
6670,False,False,False,False,False,False
6671,False,False,False,False,False,False
6672,False,False,False,False,False,False
6673,False,False,False,False,False,False
6674,False,False,False,False,False,True
6675,False,False,False,False,False,True
6676,False,False,False,False,False,False
6677,False,False,False,False,False,True
6678,False,False,False,False,False,False
6679,False,False,False,False,False,True
6680,False,True,False,False,False,True
6681,False,False,False,False,False,False
6682,False,False,False,False,False,True
6683,False,False,False,False,False,False
6684,False,False,False,False,False,True
6685,False,False,False,False,False,True
6686,False,False,False,False,False,False
6687,False,False,False,False,False,False
6688,False,False,False,False,False,False
6689,False,False,False,False,False,False
6690,False,False,False,False,False,True
6691,False,False,True,False,False,False
6692,False,False,False,False,False,False
6693,True,True,False,False,True,True
6694,False,False,False,False,True,False
6695,False,False,False,False,True,False
6696,False,False,False,False,True,True
6697,False,False,False,False,True,False
6698,False,False,False,True,False,True
6699,False,False,False,True,False,False
6700,False,False,False,False,False,False
6701,False,False,False,True,False,False
6702,False,False,True,False,False,False
6703,False,True,False,False,False,True
6704,False,True,False,False,False,False
6705,False,True,False,False,False,False
6706,False,True,False,False,False,False
6707,False,True,False,False,False,False
6708,False,False,True,False,False,True
6709,False,True,False,False,False,False
6710,False,True,False,False,False,False
6711,False,False,True,False,False,False
6712,False,False,True,False,False,True
6713,False,True,False,False,False,True
6714,False,False,True,False,False,False
6715,False,False,True,False,False,False
6716,False,False,True,False,False,False
6717,False,False,True,False,False,False
6718,False,False,True,False,False,True
6719,False,False,True,False,False,False
6720,False,False,True,False,False,False
6721,False,False,True,False,False,True
6722,False,False,True,False,False,False
6723,False,True,False,False,False,False
6724,False,True,False,False,False,True
6725,False,True,False,False,False,False
6726,True,True,False,False,True,False
6727,False,False,False,False,True,False
6728,False,False,False,False,True,False
6729,False,False,False,False,True,False
6730,False,False,False,False,False,False
6731,False,False,False,True,False,False
6732,False,False,False,True,False,False
6733,False,False,False,False,False,False
6734,False,False,False,False,False,False
6735,False,True,False,False,False,True
6736,False,True,False,False,False,False
6737,False,True,False,False,False,False
6738,False,False,True,False,False,False
6739,False,False,True,False,False,False
6740,False,False,True,False,False,True
6741,False,True,False,False,False,False
6742,False,True,False,False,False,False
6743,False,True,False,False,False,False
6744,False,False,True,False,False,False
6745,False,True,False,False,False,True
6746,False,True,False,False,False,False
6747,False,False,True,False,False,False
6748,False,True,False,False,False,True
6749,False,True,False,False,False,False
6750,False,True,False,False,False,False
6751,False,True,False,False,False,True
6752,False,True,False,False,False,False
6753,False,False,True,False,False,False
6754,False,True,False,False,False,True
6755,False,True,False,False,False,False
6756,False,True,False,False,False,False
6757,False,True,False,False,False,False
6758,False,True,False,False,False,False
6759,False,True,False,False,False,False
6760,False,False,True,False,False,False
6761,False,True,False,False,False,True
6762,False,True,False,False,False,False
6763,True,True,False,False,True,False
6764,False,False,False,False,True,False
6765,False,False,False,False,True,False
6766,False,False,False,False,True,False
6767,False,False,False,False,True,False
6768,False,False,True,False,False,True
6769,False,False,True,False,False,True
6770,False,False,True,False,False,False
6771,False,False,True,False,False,False
6772,False,False,False,True,False,True
6773,False,False,False,True,False,False
6774,False,False,False,True,False,False
6775,False,False,False,False,False,True
6776,False,False,False,False,False,False
6777,False,False,False,True,False,False
6778,False,False,False,False,False,False
6779,False,True,False,False,False,True
6780,False,True,False,False,False,True
6781,False,False,False,False,False,True
6782,False,False,False,True,False,False
6783,False,False,False,True,False,False
6784,False,False,False,False,False,True
6785,False,False,False,False,False,False
6786,False,False,False,False,False,False
6787,False,False,False,False,False,False
6788,False,False,False,False,False,False
6789,False,False,False,False,False,True
6790,False,False,False,False,False,False
6791,False,True,False,False,False,True
6792,False,False,False,False,False,False
6793,False,False,False,False,False,False
6794,False,False,False,False,False,False
6795,False,False,False,False,False,False
6796,False,False,False,False,False,False
6797,False,False,False,False,False,False
6798,False,False,False,False,False,False
6799,True,True,False,False,True,False
6800,False,False,False,False,True,True
6801,False,False,False,False,True,True
6802,False,True,False,False,False,False
6803,False,False,False,False,True,True
6804,False,False,False,False,False,False
6805,False,False,False,True,False,False
6806,False,False,False,False,False,True
6807,False,False,False,False,False,False
6808,False,False,False,False,False,True
6809,False,False,False,True,False,False
6810,False,False,False,True,False,True
6811,False,False,False,False,False,False
6812,False,False,False,False,False,False
6813,True,True,False,False,True,False
6814,False,False,False,True,False,True
6815,False,False,False,True,False,False
6816,False,False,False,True,False,True
6817,False,False,False,False,False,True
6818,False,False,False,False,False,True
6819,False,False,False,False,False,True
6820,False,False,False,False,False,True
6821,False,False,False,False,False,True
6822,False,False,False,False,False,False
6823,False,False,False,False,False,False
6824,False,False,False,False,True,True
6825,False,False,False,False,False,False
6826,False,False,False,False,False,True
6827,False,False,False,True,False,False
6828,False,False,False,False,False,False
6829,False,False,False,False,False,False
6830,False,False,False,False,False,True
6831,False,False,False,False,False,False
6832,False,False,False,False,False,False
6833,False,False,False,False,False,False
6834,True,True,False,False,True,False
6835,False,False,False,False,True,True
6836,False,False,False,False,True,False
6837,False,False,False,False,True,False
6838,False,False,False,False,True,False
6839,False,False,True,False,False,False
6840,False,False,False,False,False,False
6841,False,False,False,False,False,False
6842,False,False,False,False,False,True
6843,False,False,False,False,False,False
6844,False,False,False,False,False,False
6845,False,False,False,False,False,False
6846,False,False,False,False,True,False
6847,False,False,False,False,False,False
6848,False,False,False,False,False,False
6849,False,False,False,False,False,False
6850,False,False,False,True,False,False
6851,False,False,False,False,False,True
6852,False,True,False,False,False,True
6853,False,False,True,False,False,False
6854,False,True,False,False,False,False
6855,False,True,False,False,False,False
6856,False,True,False,False,False,True
6857,False,False,False,False,False,False
6858,False,True,False,False,False,False
6859,False,True,False,False,False,False
6860,False,True,False,False,False,False
6861,False,True,False,False,False,False
6862,False,True,False,False,False,False
6863,False,True,False,False,False,True
6864,False,True,False,False,False,False
6865,False,True,False,False,False,False
6866,False,True,False,False,False,True
6867,True,True,False,False,True,False
6868,False,False,False,False,False,True
6869,False,False,False,False,True,False
6870,False,False,False,False,True,False
6871,False,False,False,False,True,False
6872,False,False,False,False,False,False
6873,False,False,True,False,False,False
6874,False,False,False,False,False,False
6875,False,False,False,True,False,False
6876,False,False,False,True,False,False
6877,False,False,True,False,False,False
6878,False,False,True,False,False,True
6879,False,False,False,False,False,False
6880,False,True,False,False,False,True
6881,False,True,False,False,False,False
6882,False,False,True,False,False,False
6883,False,False,True,False,False,False
6884,False,False,True,False,False,True
6885,False,False,True,False,False,False
6886,False,False,True,False,False,False
6887,False,True,False,False,False,True
6888,False,True,False,False,False,False
6889,False,True,False,False,False,False
6890,True,True,False,False,True,True
6891,False,False,False,True,False,False
6892,False,True,False,False,False,False
6893,False,True,False,False,False,False
6894,False,False,True,False,False,True
6895,False,True,False,False,False,False
6896,False,False,True,False,False,True
6897,False,False,True,False,False,False
6898,False,False,True,False,False,False
6899,False,True,False,False,False,False
6900,False,True,False,False,False,True
6901,False,True,False,False,False,False
6902,False,False,False,True,False,True
6903,False,True,False,False,False,False
6904,False,True,False,False,False,False
6905,True,True,False,False,True,False
6906,False,False,False,False,True,True
6907,False,False,False,False,True,True
6908,False,False,False,False,True,False
6909,False,False,False,False,True,False
6910,False,False,False,False,False,False
6911,False,False,False,False,False,True
6912,False,False,False,False,False,True
6913,False,False,False,True,False,True
6914,False,False,False,False,False,False
6915,False,False,False,True,False,False
6916,False,False,False,True,False,True
6917,False,False,False,True,False,True
6918,False,False,False,True,False,True
6919,False,False,False,False,False,False
6920,False,False,False,True,False,True
6921,False,False,False,True,False,True
6922,False,True,False,False,False,False
6923,False,False,True,False,False,False
6924,False,False,True,False,False,False
6925,False,False,True,False,False,False
6926,False,True,False,False,False,True
6927,False,True,False,False,False,False
6928,False,False,True,False,False,False
6929,False,True,False,False,False,True
6930,False,True,False,False,False,True
6931,False,False,True,False,False,False
6932,False,False,True,False,False,False
6933,True,True,False,False,True,True
6934,False,False,False,False,True,False
6935,False,False,True,False,False,False
6936,False,False,False,False,True,False
6937,False,False,False,False,True,True
6938,False,False,False,False,True,False
6939,False,False,False,True,False,True
6940,False,False,False,True,False,False
6941,False,False,False,False,False,False
6942,False,False,False,False,False,False
6943,False,True,False,False,False,True
6944,False,True,False,False,False,False
6945,False,True,False,False,False,False
6946,False,False,True,False,False,True
6947,False,True,False,False,False,False
6948,False,True,False,False,False,True
6949,False,False,True,False,False,False
6950,False,True,False,False,False,True
6951,False,True,False,False,False,False
6952,False,True,False,False,False,True
6953,False,True,False,False,False,True
6954,False,True,False,False,False,False
6955,False,True,False,False,False,False
6956,False,False,True,False,False,False
6957,False,True,False,False,False,False
6958,False,True,False,False,False,True
6959,False,True,False,False,False,False
6960,False,True,False,False,False,True
6961,False,True,False,False,False,False
6962,False,False,True,False,False,True
6963,False,True,False,False,False,True
6964,False,True,False,False,False,False
6965,False,True,False,False,False,True
6966,False,False,True,False,False,False
6967,False,True,False,False,False,False
6968,False,False,True,False,False,True
6969,False,True,False,False,False,False
6970,False,True,False,False,False,True
6971,False,True,False,False,False,False
6972,True,True,False,False,True,True
6973,False,False,False,False,True,True
6974,False,False,False,False,True,False
6975,False,False,False,False,True,True
6976,False,False,False,False,False,True
6977,False,False,False,True,False,False
6978,False,False,False,False,False,False
6979,False,True,False,False,False,True
6980,False,False,False,False,False,False
6981,False,False,False,True,False,True
6982,False,False,False,False,False,False
6983,False,False,False,False,False,True
6984,False,False,False,False,False,False
6985,False,False,False,False,False,True
6986,False,False,False,True,False,True
6987,False,False,False,False,False,False
6988,False,False,False,False,False,False
6989,False,True,False,False,False,False
6990,False,True,False,False,False,False
6991,False,False,True,False,False,False
6992,False,True,False,False,False,False
6993,False,True,False,False,False,True
6994,False,True,False,False,False,False
6995,False,False,True,False,False,False
6996,False,False,True,False,False,False
6997,False,False,True,False,False,False
6998,False,True,False,False,False,True
6999,False,False,True,False,False,True
7000,False,True,False,False,False,False
7001,False,False,False,False,True,False
7002,False,True,False,False,False,False
7003,False,True,False,False,False,False
7004,False,True,False,False,False,False
7005,False,True,False,False,False,True
7006,False,False,True,False,False,False
7007,False,False,True,False,False,False
7008,False,True,False,False,False,False
7009,False,True,False,False,False,False
7010,True,True,False,False,True,False
7011,False,False,False,False,True,False
7012,False,False,False,False,True,False
7013,False,False,False,True,False,True
7014,False,False,False,False,True,True
7015,False,False,False,False,True,False
7016,False,False,False,False,False,False
7017,False,False,False,True,False,True
7018,False,False,False,False,False,True
7019,False,False,False,False,False,True
7020,False,False,False,False,False,False
7021,False,False,False,True,False,False
7022,False,False,False,False,False,False
7023,False,False,False,False,False,True
7024,False,False,False,False,False,False
7025,False,False,False,True,False,False
7026,False,False,False,False,False,False
7027,False,False,False,True,False,False
7028,False,False,False,False,False,True
7029,False,False,False,True,False,False
7030,False,True,False,False,False,True
7031,False,True,False,False,False,False
7032,False,True,False,False,False,True
7033,False,False,True,False,False,True
7034,False,False,True,False,False,False
7035,False,False,False,False,False,False
7036,False,True,False,False,False,True
7037,False,True,False,False,False,False
7038,False,False,True,False,False,True
7039,False,True,False,False,False,True
7040,False,True,False,False,False,False
7041,False,True,False,False,False,False
7042,True,True,False,False,True,True
7043,False,False,False,False,True,False
7044,False,False,False,False,True,False
7045,False,False,False,False,True,True
7046,False,False,False,False,False,False
7047,False,False,True,False,True,False
7048,False,False,False,False,False,True
7049,False,False,False,True,False,True
7050,False,False,False,False,False,False
7051,False,False,False,False,False,False
7052,False,False,True,False,False,False
7053,False,False,True,False,False,False
7054,False,True,False,False,False,False
7055,False,True,False,False,False,True
7056,False,True,False,False,False,False
7057,False,False,False,False,False,False
7058,False,True,False,False,False,True
7059,False,False,True,False,False,False
7060,False,False,True,False,False,False
7061,False,True,False,False,False,False
7062,False,True,False,False,False,False
7063,False,True,False,False,False,False
7064,False,True,False,False,False,False
7065,False,True,False,False,False,True
7066,False,False,True,False,False,False
7067,False,False,True,False,False,False
7068,False,False,False,False,False,False
7069,False,True,False,False,False,True
7070,False,False,True,False,False,False
7071,False,True,False,False,False,True
7072,False,False,True,False,False,False
7073,False,False,True,False,False,True
7074,False,True,False,False,False,False
7075,False,True,False,False,False,False
7076,False,True,False,False,False,False
7077,False,True,False,False,False,True
7078,False,True,False,False,False,True
7079,False,False,False,False,False,False
7080,False,True,False,False,False,False
7081,True,True,False,False,True,False
7082,False,False,False,False,True,False
7083,False,False,False,False,True,True
7084,False,False,False,False,True,False
7085,False,False,False,False,False,False
7086,False,False,False,True,False,False
7087,False,False,False,False,False,False
7088,False,False,False,True,False,True
7089,False,False,False,True,False,False
7090,False,False,False,False,False,True
7091,False,False,False,True,False,False
7092,False,False,False,True,False,False
7093,False,False,False,False,False,True
7094,False,False,False,True,False,False
7095,False,False,False,False,False,False
7096,False,False,False,True,False,True
7097,False,False,False,True,False,False
7098,False,False,False,False,False,False
7099,False,False,False,False,False,True
7100,False,False,False,True,False,False
7101,False,False,False,False,False,False
7102,False,False,False,False,False,False
7103,False,False,False,True,False,True
7104,False,False,False,True,False,True
7105,False,False,False,False,False,False
7106,False,False,False,True,False,False
7107,False,False,False,False,False,True
7108,False,False,False,False,False,False
7109,False,False,False,False,False,True
7110,False,False,False,False,False,False
7111,False,False,False,False,False,False
7112,False,False,False,False,True,True
7113,False,False,False,True,False,False
7114,False,False,False,False,False,False
7115,False,False,False,True,False,True
7116,False,False,False,False,False,True
7117,False,False,False,False,False,False
7118,False,False,False,False,False,True
7119,False,False,False,False,False,False
7120,False,False,False,False,False,False
7121,False,False,False,False,False,False
7122,False,False,False,True,False,False
7123,False,False,False,False,False,True
7124,False,False,False,False,False,False
7125,False,False,False,False,False,False
7126,False,False,False,False,False,False
7127,False,False,False,False,False,False
7128,True,True,False,False,True,True
7129,False,False,False,False,True,False
7130,False,False,False,False,True,False
7131,False,False,False,False,True,False
7132,False,False,False,False,False,False
7133,False,False,False,False,False,True
7134,False,False,False,False,False,True
7135,False,False,False,False,False,True
7136,False,False,False,False,False,True
7137,False,False,False,False,False,True
7138,False,False,False,False,False,False
7139,False,False,False,False,False,False
7140,False,False,False,True,False,False
7141,False,False,False,True,False,True
7142,False,False,False,True,False,False
7143,False,False,False,False,False,True
7144,False,False,False,True,False,False
7145,False,False,False,False,False,True
7146,False,False,False,False,False,False
7147,False,False,False,True,False,False
7148,False,False,False,False,False,False
7149,False,False,False,False,False,False
7150,False,False,False,False,False,False
7151,False,False,False,True,False,False
7152,False,False,False,False,False,True
7153,False,False,False,False,False,False
7154,False,False,False,True,False,True
7155,False,False,False,False,False,False
7156,False,False,False,False,False,True
7157,True,True,False,False,True,False
7158,False,False,False,False,False,False
7159,False,False,False,False,False,False
7160,False,False,False,False,False,False
7161,False,False,False,False,False,False
7162,True,True,False,False,True,False
7163,False,False,False,False,True,False
7164,False,False,False,False,True,True
7165,False,False,False,False,True,False
7166,False,False,False,True,False,False
7167,False,False,False,False,False,True
7168,False,False,False,False,True,False
7169,False,False,False,False,False,False
7170,False,False,False,False,False,True
7171,False,False,False,False,False,True
7172,False,False,False,False,False,True
7173,False,True,False,False,False,False
7174,False,True,False,False,False,False
7175,False,True,False,False,False,False
7176,False,True,False,False,False,False
7177,False,False,True,False,False,False
7178,False,False,True,False,False,False
7179,False,False,False,False,True,False
7180,False,True,False,False,False,True
7181,False,True,False,False,False,False
7182,False,True,False,False,False,False
